3,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,95774 - 95775,5,81
4,Sulawesi Utara,Kab. Bolaang Mongondow Timur,95775 - 95782,5,81
5,Sulawesi Utara,Kab. Bolaang Mongondow Utara,95762 - 95765,6,107
6,Sulawesi Utara,Kab. Kepulauan Sangihe,95811 - 95858,15,167
7,Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,95861 - 95864,10,93
8,Sulawesi Utara,Kab. Kepulauan Talaud,95871 - 95885,19,153
9,Sulawesi Utara,Kota Kotamobagu,95711 - 95717,4,30
10,Sulawesi Utara,Kota Manado,95111 - 95249,11,87
11,Sulawesi Utara,Kab. Minahasa,95371 - 95694,25,270
12,Sulawesi Utara,Kab. Minahasa Selatan,95352 - 95999,17,162
13,Sulawesi Utara,Kab. Minahasa Tenggara,95995 - 95998,12,144
14,Sulawesi Utara,Kab. Minahasa Utara,95371 - 95379,10,132
15,Sulawesi Utara,Kota Tomohon,95411 - 95446,5,44
1,Sumatera Utara,Kab. Asahan,21211 - 21381,25,204
2,Sumatera Utara,Kab. Batu Bara,21252 - 21258,7,151
3,Sumatera Utara,Kota Binjai,20711 - 20741,5,37
4,Sumatera Utara,Kab. Dairi,22211 - 22283,15,142
5,Sumatera Utara,Kab. Deli Serdang,20351 - 20585,22,394
6,Sumatera Utara,Kota Gunungsitoli,22811 - 22871,6,101
7,Sumatera Utara,Kab. Humbang Hasundutan,22454 - 22475,10,154
8,Sumatera Utara,Kab. Karo,22111 - 22173,17,265
9,Sumatera Utara,Kab. Labuhan Batu,21411 - 21473,9,98
10,Sumatera Utara,Kab. Labuhan Batu Selatan,21461 - 21465,5,54
11,Sumatera Utara,Kab. Labuhan Batu Utara,21452 - 21475,8,90
12,Sumatera Utara,Kab. Langkat,20761 - 20881,23,277
13,Sumatera Utara,Kab. Mandailing Natal,22911 - 22998,23,404
14,Sumatera Utara,Kota Medan,20111 - 20524,21,151
15,Sumatera Utara,Kab. Nias,22815 - 22872,10,170
16,Sumatera Utara,Kab. Nias Barat,22812 - 22875,8,105
17,Sumatera Utara,Kab. Nias Selatan,22864 - 22881,31,461
18,Sumatera Utara,Kab. Nias Utara,22814 - 22861,11,113
19,Sumatera Utara,Kab. Padang Lawas,22742 - 22774,12,304
20,Sumatera Utara,Kab. Padang Lawas Utara,22733 - 22762,9,387
21,Sumatera Utara,Kota Padangsidimpuan,22711 - 22753,6,79
22,Sumatera Utara,Kab. Pakpak Bharat,22271 - 22272,8,52
23,Sumatera Utara,Kota Pematang Siantar,21111 - 21141,8,52
24,Sumatera Utara,Kab. Samosir,22391 - 22396,9,134
25,Sumatera Utara,Kab. Serdang Bedagai,20984 - 20998,17,243
26,Sumatera Utara,Kota Sibolga,22511 - 22533,4,17
27,Sumatera Utara,Kab. Simalungun,21151 - 21187,31,413
28,Sumatera Utara,Kota Tanjung Balai,21311 - 21364,6,31
29,Sumatera Utara,Kab. Tapanuli Selatan,22732 - 22774,14,252
30,Sumatera Utara,Kab. Tapanuli Tengah,22562 - 22654,20,215
31,Sumatera Utara,Kab. Tapanuli Utara,22411 - 22476,15,252
32,Sumatera Utara,Kota Tebing Tinggi,20611 - 20631,5,35
33,Sumatera Utara,Kab. Toba Samosir,22312 - 22386,16,243
1,Sumatera Barat,Kab. Agam,26151 - 26473,16,82
2,Sumatera Barat,Kota Bukittinggi,26111 - 26131,3,24
3,Sumatera Barat,Kab. Dharmas Raya,27573 - 27684,11,52
4,Sumatera Barat,Kab. Kepulauan Mentawai,25391 - 25394,10,43
5,Sumatera Barat,Kab. Lima Puluh Kota, 26251 - 26273,13,79
6,Sumatera Barat,Kota Padang,25111 - 25237,11,104
7,Sumatera Barat,Kota Padang Panjang,27111 - 27121,2,16
8,Sumatera Barat,Kab. Padang Pariaman,25552 - 25586,17,60
9,Sumatera Barat,Kota Pariaman,25511 - 25531,4,71
10,Sumatera Barat,Kab. Pasaman,26311 - 26381,12,32
11,Sumatera Barat,Kab. Pasaman Barat,26366 - 26573,11,19
12,Sumatera Barat,Kota Payakumbuh,26211 - 26231,5,76
13,Sumatera Barat,Kab. Pesisir Selatan,25651 - 25674,15,182
14,Sumatera Barat,Kota Sawah Lunto,27411 - 27441,4,37
15,Sumatera Barat,Kab. Sijunjung,27511 - 27572,8,61
16,Sumatera Barat,Kab. Solok,27355 - 27388,14,74
17,Sumatera Barat,Kota Solok,27311 - 27321,2,13
18,Sumatera Barat,Kab. Solok Selatan,27775 - 27779,7,39
19,Sumatera Barat,Kab. Tanah Datar,27151 - 27294,14,75
1,Sumatera Selatan,Kab. Banyu Asin,30911 - 30975,19,304
2,Sumatera Selatan,Kab. Empat Lawang,31453 - 31596,10,156
3,Sumatera Selatan,Kab. Lahat,31356 - 31591,22,378
4,Sumatera Selatan,Kota Lubuklinggau,31611 - 31626,8,72
5,Sumatera Selatan,Kab. Muara Enim,31171 - 31711,20,255
6,Sumatera Selatan,Kab. Musi Banyuasin,30711 - 30759,14,236
7,Sumatera Selatan,Kab. Musi Rawas,30771 - 31668,14,199
8,Sumatera Selatan,Kab. Musi Rawas Utara,31654 - 31669,7,89
9,Sumatera Selatan,Kab. Ogan Ilir,30653 - 30869,16,238
10,Sumatera Selatan,Kab. Ogan Komering Ilir,30617 - 30681,18,298
11,Sumatera Selatan,Kab. Ogan Komering Ulu,32111 - 32192,12,157
12,Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,32211 - 32279,19,259
13,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,32184 - 32387,20,312
14,Sumatera Selatan,Kota Pagar Alam,31511 - 31551,5,35
15,Sumatera Selatan,Kota Palembang,30111 - 30266,16,107
16,Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,31211 - 31315,5,62
17,Sumatera Selatan,Kota Prabumulih,31111 - 31141,6,37
